gene	R2_batch	R2_group	uniq_batch	uniq_group	dominant
ENSMUSG00000117340	0.0023	0.1377	0.0009	0.1363	group
ENSMUSG00000114500	0.0840	0.0015	0.0832	0.0008	batch
ENSMUSG00000070866	0.0370	0.0067	0.0360	0.0057	batch
ENSMUSG00000068284	0.0104	0.1690	0.0151	0.1738	group
ENSMUSG00000038537	0.0100	0.0114	0.0099	0.0113	group
ENSMUSG00000066592	0.3476	0.0959	0.3635	0.1119	batch
ENSMUSG00000062203	0.0654	0.0443	0.0605	0.0394	batch
ENSMUSG00000015968	0.1028	0.1186	0.1144	0.1301	group
ENSMUSG00000050663	0.0033	0.1283	0.0056	0.1307	group
ENSMUSG00000069184	0.3433	0.0559	0.3539	0.0665	batch
ENSMUSG00000055027	0.0697	0.0682	0.0771	0.0756	batch
ENSMUSG00000010066	0.0106	0.0181	0.0098	0.0174	group
ENSMUSG00000068037	0.1382	0.0202	0.1345	0.0165	batch
ENSMUSG00000119668	0.2631	0.1674	0.2427	0.1470	batch
ENSMUSG00000024542	0.1148	0.0946	0.1258	0.1056	batch
ENSMUSG00000028910	0.0028	0.0228	0.0022	0.0223	group
ENSMUSG00000052301	0.0302	0.0845	0.0257	0.0799	group
ENSMUSG00000030209	0.3377	0.0689	0.3512	0.0825	batch
ENSMUSG00000059159	0.2015	0.1308	0.2164	0.1458	batch
ENSMUSG00000027858	0.0066	0.0089	0.0069	0.0091	group
ENSMUSG00000022514	0.0041	0.0348	0.0053	0.0360	group
ENSMUSG00000024940	0.0178	0.0140	0.0194	0.0156	batch
ENSMUSG00000060419	0.5043	0.0354	0.5176	0.0487	batch
ENSMUSG00000075256	0.1031	0.0477	0.1000	0.0445	batch
ENSMUSG00000034892	0.3204	0.1179	0.3399	0.1374	batch
ENSMUSG00000090777	0.0328	0.1251	0.0399	0.1321	group
ENSMUSG00000015053	0.0039	0.1180	0.0038	0.1179	group
ENSMUSG00000063856	0.1722	0.0733	0.1841	0.0852	batch
ENSMUSG00000034320	0.0038	0.0486	0.0052	0.0500	group
ENSMUSG00000020914	0.0212	0.0603	0.0231	0.0622	group
ENSMUSG00000037493	0.5337	0.0021	0.5385	0.0069	batch
ENSMUSG00000020884	0.0001	0.0235	0.0002	0.0236	group
ENSMUSG00000081888	0.4361	0.0278	0.4358	0.0276	batch
ENSMUSG00000001103	0.1781	0.0403	0.1734	0.0356	batch
ENSMUSG00000054690	0.0291	0.0781	0.0248	0.0737	group
ENSMUSG00000028631	0.0409	0.0141	0.0435	0.0167	batch
ENSMUSG00000081926	0.1242	0.0635	0.1326	0.0719	batch
ENSMUSG00000027177	0.1598	0.0577	0.1701	0.0680	batch
ENSMUSG00000020546	0.0019	0.1086	0.0010	0.1077	group
ENSMUSG00000079534	0.0021	0.0325	0.0018	0.0323	group
ENSMUSG00000051978	0.0428	0.0233	0.0404	0.0208	batch
ENSMUSG00000082087	0.0082	0.2773	0.0130	0.2820	group
ENSMUSG00000053070	0.1238	0.1417	0.1125	0.1303	group
ENSMUSG00000022176	0.0782	0.0262	0.0738	0.0219	batch
ENSMUSG00000103693	0.0862	0.0714	0.0930	0.0782	batch
ENSMUSG00000028278	0.0012	0.0389	0.0006	0.0383	group
ENSMUSG00000118029	0.0569	0.0259	0.0611	0.0301	batch
ENSMUSG00000105429	0.0820	0.0338	0.0865	0.0383	batch
ENSMUSG00000053024	0.0006	0.0811	0.0001	0.0806	group
ENSMUSG00000040663	0.1429	0.0817	0.1504	0.0893	batch
ENSMUSG00000022565	0.1913	0.0621	0.2032	0.0740	batch
ENSMUSG00000073406	0.0080	0.0889	0.0071	0.0880	group
ENSMUSG00000113249	0.5551	0.0021	0.5586	0.0056	batch
ENSMUSG00000006395	0.0377	0.0682	0.0375	0.0680	group
ENSMUSG00000024274	0.0336	0.3030	0.0403	0.3097	group
ENSMUSG00000044080	0.2807	0.0611	0.2951	0.0755	batch
ENSMUSG00000028539	0.0021	0.0533	0.0022	0.0534	group
ENSMUSG00000029817	0.0191	0.1844	0.0249	0.1902	group
ENSMUSG00000041959	0.0054	0.0635	0.0069	0.0650	group
ENSMUSG00000034912	0.2683	0.0008	0.2704	0.0028	batch
ENSMUSG00000030031	0.3028	0.0029	0.3057	0.0058	batch
ENSMUSG00000114995	0.0137	0.1496	0.0186	0.1546	group
ENSMUSG00000117006	0.0918	0.0334	0.0873	0.0288	batch
ENSMUSG00000010797	0.0064	0.0182	0.0056	0.0174	group
ENSMUSG00000074867	0.2137	0.0286	0.2224	0.0372	batch
ENSMUSG00000026536	0.0219	0.2207	0.0154	0.2142	group
ENSMUSG00000032258	0.0005	0.0035	0.0006	0.0036	group
ENSMUSG00000050625	0.0016	0.0455	0.0018	0.0457	group
ENSMUSG00000066629	0.0382	0.0648	0.0436	0.0702	group
ENSMUSG00000078193	0.1693	0.1020	0.1803	0.1130	batch
ENSMUSG00000113207	0.0828	0.0024	0.0818	0.0014	batch
ENSMUSG00000042515	0.1537	0.0163	0.1567	0.0193	batch
ENSMUSG00000075316	0.0234	0.0334	0.0207	0.0307	group
ENSMUSG00000021583	0.0000	0.0417	0.0001	0.0418	group
ENSMUSG00000022091	0.0046	0.0274	0.0052	0.0280	group
ENSMUSG00000106464	0.0000	0.0790	0.0001	0.0790	group
ENSMUSG00000004100	0.0020	0.0343	0.0016	0.0339	group
ENSMUSG00000060063	0.0714	0.1076	0.0765	0.1127	group
ENSMUSG00000113565	0.0823	0.0022	0.0813	0.0013	batch
ENSMUSG00000070643	0.0483	0.0025	0.0496	0.0038	batch
ENSMUSG00000014813	0.0617	0.1584	0.0530	0.1497	group
ENSMUSG00000019539	0.3122	0.0198	0.3169	0.0245	batch
ENSMUSG00000090516	0.1133	0.0570	0.1212	0.0649	batch
ENSMUSG00000078721	0.0487	0.0017	0.0497	0.0027	batch
ENSMUSG00000044811	0.1402	0.0139	0.1403	0.0140	batch
ENSMUSG00000024798	0.0965	0.0249	0.1010	0.0294	batch
ENSMUSG00000020521	0.1657	0.1948	0.1849	0.2140	group
ENSMUSG00000020700	0.0059	0.1429	0.0093	0.1463	group
ENSMUSG00000031673	0.0256	0.0719	0.0269	0.0731	group
ENSMUSG00000027162	0.1743	0.0359	0.1830	0.0445	batch
ENSMUSG00000000560	0.3954	0.0550	0.4118	0.0714	batch
ENSMUSG00000113262	0.1251	0.0460	0.1334	0.0543	batch
ENSMUSG00000035126	0.0001	0.1622	0.0007	0.1628	group
ENSMUSG00000073077	0.0050	0.0513	0.0042	0.0506	group
ENSMUSG00000024697	0.0880	0.0110	0.0851	0.0080	batch
ENSMUSG00000045377	0.0115	0.0716	0.0142	0.0743	group
ENSMUSG00000039646	0.0051	0.0915	0.0056	0.0920	group
ENSMUSG00000022867	0.0225	0.0381	0.0204	0.0361	group
ENSMUSG00000034648	0.0398	0.0007	0.0399	0.0009	batch
ENSMUSG00000079657	0.0098	0.0004	0.0097	0.0003	batch
ENSMUSG00000053198	0.0080	0.1083	0.0112	0.1115	group
ENSMUSG00000097292	0.1544	0.0088	0.1563	0.0108	batch
ENSMUSG00000059033	0.0178	0.1808	0.0136	0.1767	group
ENSMUSG00000070000	0.0728	0.0191	0.0757	0.0220	batch
ENSMUSG00000074673	0.0365	0.0330	0.0386	0.0351	batch
ENSMUSG00000031029	0.6527	0.0418	0.6646	0.0537	batch
ENSMUSG00000021668	0.0029	0.0285	0.0021	0.0277	group
ENSMUSG00000107008	0.0148	0.0308	0.0127	0.0287	group
ENSMUSG00000086472	0.0317	0.0939	0.0375	0.0997	group
ENSMUSG00000102018	0.0562	0.0974	0.0626	0.1038	group
ENSMUSG00000113222	0.0137	0.1412	0.0180	0.1455	group
ENSMUSG00000006519	0.1413	0.1778	0.1526	0.1891	group
ENSMUSG00000097462	0.0820	0.0380	0.0873	0.0433	batch
ENSMUSG00000079110	0.0322	0.0924	0.0353	0.0955	group
ENSMUSG00000094437	0.1834	0.0737	0.1885	0.0788	batch
ENSMUSG00000109648	0.0533	0.0495	0.0536	0.0497	batch
ENSMUSG00000097083	0.0507	0.0813	0.0445	0.0751	group
ENSMUSG00000100691	0.0480	0.1504	0.0567	0.1591	group
ENSMUSG00000026675	0.0001	0.0247	0.0000	0.0246	group
ENSMUSG00000092622	0.1372	0.1795	0.1239	0.1661	group
ENSMUSG00000046470	0.1519	0.3326	0.1422	0.3229	group
ENSMUSG00000106037	0.4247	0.0600	0.4405	0.0758	batch
ENSMUSG00000057649	0.0686	0.0511	0.0749	0.0574	batch
ENSMUSG00000071176	0.0268	0.0151	0.0249	0.0131	batch
ENSMUSG00000039616	0.0004	0.0701	0.0001	0.0698	group
ENSMUSG00000040714	0.0257	0.0456	0.0255	0.0453	group
ENSMUSG00000073154	0.0083	0.0316	0.0093	0.0326	group
ENSMUSG00000074449	0.1518	0.0302	0.1576	0.0361	batch
ENSMUSG00000017830	0.0291	0.1902	0.0222	0.1833	group
ENSMUSG00000071267	0.4272	0.0734	0.4467	0.0929	batch
ENSMUSG00000026761	0.4600	0.1123	0.4850	0.1373	batch
ENSMUSG00000063652	0.0835	0.0110	0.0856	0.0131	batch
ENSMUSG00000067771	0.0066	0.2430	0.0072	0.2436	group
ENSMUSG00000037270	0.0183	0.0353	0.0201	0.0371	group
ENSMUSG00000079038	0.0401	0.0488	0.0414	0.0501	group
ENSMUSG00000089857	0.1722	0.0812	0.1844	0.0934	batch
ENSMUSG00000042581	0.0886	0.0207	0.0858	0.0179	batch
ENSMUSG00000070692	0.3024	0.0354	0.3094	0.0424	batch
ENSMUSG00000066894	0.0305	0.0549	0.0346	0.0590	group
ENSMUSG00000115729	0.1332	0.0569	0.1282	0.0519	batch
ENSMUSG00000031398	0.0326	0.2451	0.0405	0.2530	group
ENSMUSG00000068270	0.0186	0.0017	0.0192	0.0023	batch
ENSMUSG00000049225	0.1015	0.0174	0.1034	0.0193	batch
ENSMUSG00000107524	0.1272	0.0302	0.1337	0.0366	batch
ENSMUSG00000020275	0.2729	0.0396	0.2760	0.0427	batch
ENSMUSG00000100405	0.2746	0.0209	0.2825	0.0288	batch
ENSMUSG00000015568	0.0024	0.0854	0.0035	0.0864	group
ENSMUSG00000028967	0.2189	0.0440	0.2095	0.0347	batch
ENSMUSG00000032727	0.1951	0.0850	0.2083	0.0983	batch
ENSMUSG00000048939	0.0163	0.1004	0.0201	0.1042	group
ENSMUSG00000082194	0.2642	0.0485	0.2561	0.0404	batch
ENSMUSG00000039270	0.0100	0.0394	0.0114	0.0409	group
ENSMUSG00000093577	0.4239	0.0234	0.4164	0.0159	batch
ENSMUSG00000047281	0.0251	0.0859	0.0214	0.0822	group
ENSMUSG00000035239	0.0207	0.0103	0.0218	0.0114	batch
ENSMUSG00000080059	0.0341	0.0340	0.0320	0.0319	batch
ENSMUSG00000022802	0.0524	0.0621	0.0493	0.0591	group
ENSMUSG00000046417	0.0004	0.0041	0.0003	0.0040	group
ENSMUSG00000006241	0.0121	0.0953	0.0145	0.0977	group
ENSMUSG00000035868	0.1269	0.2195	0.1430	0.2356	group
ENSMUSG00000020218	0.0801	0.0175	0.0794	0.0168	batch
ENSMUSG00000082755	0.0545	0.0641	0.0608	0.0704	group
ENSMUSG00000045328	0.0528	0.0494	0.0479	0.0445	batch
ENSMUSG00000021313	0.0256	0.0925	0.0308	0.0977	group
ENSMUSG00000051000	0.0037	0.0344	0.0041	0.0348	group
ENSMUSG00000028804	0.1452	0.1420	0.1602	0.1571	batch
ENSMUSG00000036052	0.0109	0.0510	0.0133	0.0534	group
ENSMUSG00000026029	0.0004	0.0281	0.0002	0.0279	group
ENSMUSG00000066068	0.2209	0.0749	0.2348	0.0888	batch
ENSMUSG00000062785	0.0299	0.0727	0.0350	0.0778	group
ENSMUSG00000083841	0.0052	0.0996	0.0069	0.1013	group
ENSMUSG00000117115	0.0125	0.0140	0.0117	0.0132	group
ENSMUSG00000001248	0.0179	0.0689	0.0196	0.0706	group
ENSMUSG00000033508	0.1153	0.0437	0.1218	0.0502	batch
ENSMUSG00000055093	0.3850	0.0534	0.3997	0.0681	batch
ENSMUSG00000022443	0.0005	0.1735	0.0019	0.1749	group
ENSMUSG00000041828	0.1335	0.0057	0.1321	0.0043	batch
ENSMUSG00000060227	0.1595	0.0057	0.1605	0.0068	batch
ENSMUSG00000090641	0.0599	0.0161	0.0633	0.0195	batch
ENSMUSG00000025213	0.0229	0.0307	0.0230	0.0308	group
ENSMUSG00000099662	0.0146	0.0300	0.0162	0.0316	group
ENSMUSG00000085072	0.1559	0.0511	0.1647	0.0599	batch
ENSMUSG00000090523	0.2299	0.0025	0.2319	0.0045	batch
ENSMUSG00000026894	0.0985	0.0736	0.0905	0.0656	batch
ENSMUSG00000031972	0.0226	0.0600	0.0193	0.0567	group
ENSMUSG00000000958	0.1218	0.0932	0.1117	0.0831	batch
ENSMUSG00000029343	0.1028	0.0678	0.1109	0.0758	batch
ENSMUSG00000095288	0.0008	0.0270	0.0004	0.0266	group
ENSMUSG00000096370	0.2543	0.0539	0.2670	0.0666	batch
ENSMUSG00000024109	0.7517	0.0223	0.7669	0.0374	batch
ENSMUSG00000035356	0.0428	0.1462	0.0514	0.1549	group
ENSMUSG00000069962	0.4636	0.0171	0.4565	0.0101	batch
ENSMUSG00000031337	0.0300	0.0271	0.0319	0.0290	batch
ENSMUSG00000031736	0.0269	0.0272	0.0298	0.0301	group
ENSMUSG00000020986	0.0099	0.0050	0.0098	0.0049	batch
ENSMUSG00000015083	0.0001	0.0485	0.0003	0.0487	group
ENSMUSG00000036617	0.3207	0.0346	0.3276	0.0416	batch
ENSMUSG00000102275	0.2238	0.0570	0.2325	0.0656	batch
ENSMUSG00000092097	0.0353	0.0304	0.0334	0.0285	batch
ENSMUSG00000032564	0.0458	0.0715	0.0518	0.0776	group
ENSMUSG00000056966	0.0335	0.0084	0.0353	0.0102	batch
ENSMUSG00000003604	0.5564	0.0196	0.5662	0.0294	batch
ENSMUSG00000034310	0.3692	0.0065	0.3657	0.0030	batch
ENSMUSG00000021959	0.0056	0.1238	0.0033	0.1214	group
ENSMUSG00000000794	0.0037	0.0293	0.0048	0.0304	group
ENSMUSG00000040738	0.2289	0.0898	0.2152	0.0761	batch
ENSMUSG00000036863	0.0122	0.0443	0.0099	0.0421	group
ENSMUSG00000008028	0.0179	0.0406	0.0179	0.0405	group
ENSMUSG00000055024	0.0329	0.0450	0.0370	0.0491	group
ENSMUSG00000047648	0.1401	0.0588	0.1423	0.0610	batch
ENSMUSG00000043993	0.0487	0.0114	0.0481	0.0107	batch
ENSMUSG00000028228	0.1382	0.0297	0.1450	0.0364	batch
ENSMUSG00000063328	0.2646	0.1001	0.2818	0.1173	batch
ENSMUSG00000110702	0.0104	0.0746	0.0135	0.0777	group
ENSMUSG00000031309	0.2947	0.0609	0.3091	0.0753	batch
ENSMUSG00000031609	0.4314	0.0295	0.4431	0.0411	batch
ENSMUSG00000082002	0.0018	0.0027	0.0019	0.0028	group
ENSMUSG00000025626	0.2332	0.0267	0.2415	0.0351	batch
ENSMUSG00000063410	0.0763	0.0195	0.0734	0.0166	batch
ENSMUSG00000044364	0.0109	0.1062	0.0079	0.1032	group
ENSMUSG00000090467	0.0091	0.1788	0.0137	0.1834	group
ENSMUSG00000082769	0.2492	0.0689	0.2635	0.0831	batch
ENSMUSG00000038119	0.0037	0.0354	0.0049	0.0366	group
ENSMUSG00000118154	0.0287	0.0759	0.0245	0.0717	group
ENSMUSG00000038844	0.0634	0.0236	0.0643	0.0245	batch
ENSMUSG00000081239	0.3761	0.0575	0.3924	0.0738	batch
ENSMUSG00000109390	0.1476	0.0071	0.1489	0.0084	batch
ENSMUSG00000082806	0.1334	0.0037	0.1356	0.0059	batch
ENSMUSG00000032702	0.0000	0.0357	0.0001	0.0358	group
ENSMUSG00000085812	0.1502	0.0136	0.1531	0.0165	batch
ENSMUSG00000018379	0.2436	0.1778	0.2657	0.2000	batch
ENSMUSG00000031596	0.0027	0.1390	0.0014	0.1377	group
ENSMUSG00000026874	0.1110	0.0876	0.1206	0.0972	batch
ENSMUSG00000086629	0.0945	0.2037	0.0889	0.1982	group
ENSMUSG00000046717	0.0009	0.0330	0.0011	0.0333	group
ENSMUSG00000075296	0.2009	0.0033	0.2000	0.0024	batch
ENSMUSG00000062078	0.4675	0.0783	0.4885	0.0993	batch
ENSMUSG00000031860	0.0377	0.0457	0.0413	0.0493	group
ENSMUSG00000090665	0.0064	0.0077	0.0059	0.0072	group
ENSMUSG00000081344	0.2949	0.1202	0.3150	0.1403	batch
ENSMUSG00000117438	0.5140	0.0909	0.5365	0.1134	batch
ENSMUSG00000033458	0.0322	0.0956	0.0268	0.0903	group
ENSMUSG00000031838	0.0463	0.0251	0.0430	0.0218	batch
ENSMUSG00000073433	0.2492	0.0365	0.2589	0.0462	batch
ENSMUSG00000032268	0.0062	0.0214	0.0064	0.0216	group
ENSMUSG00000060093	0.0152	0.0904	0.0193	0.0945	group
ENSMUSG00000091811	0.6758	0.0304	0.6916	0.0462	batch
ENSMUSG00000015745	0.0420	0.0190	0.0395	0.0165	batch
ENSMUSG00000107002	0.6791	0.0351	0.6943	0.0502	batch
ENSMUSG00000094843	0.0077	0.0032	0.0082	0.0037	batch
ENSMUSG00000075590	0.0458	0.1472	0.0538	0.1552	group
ENSMUSG00000034825	0.0196	0.0547	0.0165	0.0515	group
ENSMUSG00000066798	0.3846	0.0125	0.3928	0.0207	batch
ENSMUSG00000029420	0.1303	0.0862	0.1418	0.0977	batch
ENSMUSG00000028121	0.0001	0.0410	0.0002	0.0411	group
ENSMUSG00000014418	0.0081	0.3408	0.0136	0.3463	group
ENSMUSG00000071669	0.0019	0.0372	0.0012	0.0365	group
ENSMUSG00000025094	0.4106	0.0766	0.4229	0.0889	batch
ENSMUSG00000105139	0.1208	0.0248	0.1238	0.0279	batch
ENSMUSG00000116529	0.2949	0.0668	0.3095	0.0814	batch
ENSMUSG00000072762	0.0179	0.0159	0.0165	0.0145	batch
ENSMUSG00000039556	0.5206	0.0176	0.5135	0.0105	batch
ENSMUSG00000006235	0.0003	0.0049	0.0002	0.0048	group
ENSMUSG00000024376	0.1066	0.0198	0.1102	0.0234	batch
ENSMUSG00000112332	0.2639	0.1024	0.2787	0.1172	batch
ENSMUSG00000034427	0.0085	0.0694	0.0101	0.0710	group
ENSMUSG00000069682	0.3336	0.0859	0.3520	0.1043	batch
ENSMUSG00000090112	0.1199	0.0819	0.1305	0.0926	batch
ENSMUSG00000001289	0.4306	0.0580	0.4444	0.0718	batch
ENSMUSG00000045555	0.3786	0.0058	0.3763	0.0035	batch
ENSMUSG00000032017	0.1862	0.0690	0.1762	0.0590	batch
ENSMUSG00000038255	0.0175	0.0315	0.0200	0.0340	group
ENSMUSG00000041245	0.0036	0.0375	0.0048	0.0387	group
ENSMUSG00000042042	0.2418	0.0198	0.2477	0.0257	batch
ENSMUSG00000113186	0.0040	0.0557	0.0029	0.0546	group
ENSMUSG00000072969	0.0839	0.1096	0.0769	0.1026	group
ENSMUSG00000037610	0.0341	0.0037	0.0331	0.0027	batch
ENSMUSG00000008489	0.0564	0.0115	0.0573	0.0124	batch
ENSMUSG00000053395	0.3158	0.0208	0.3084	0.0133	batch
ENSMUSG00000027977	0.0168	0.0753	0.0208	0.0792	group
ENSMUSG00000025572	0.0039	0.0308	0.0038	0.0307	group
ENSMUSG00000026987	0.0638	0.0338	0.0687	0.0386	batch
ENSMUSG00000061462	0.0891	0.0048	0.0915	0.0071	batch
ENSMUSG00000036334	0.0016	0.0771	0.0023	0.0779	group
ENSMUSG00000027601	0.0022	0.0578	0.0022	0.0577	group
ENSMUSG00000022559	0.0050	0.0471	0.0040	0.0461	group
ENSMUSG00000083373	0.0337	0.1466	0.0397	0.1526	group
ENSMUSG00000082985	0.2243	0.0014	0.2236	0.0006	batch
ENSMUSG00000057329	0.0236	0.0210	0.0252	0.0226	batch
ENSMUSG00000074519	0.0007	0.0744	0.0003	0.0740	group
ENSMUSG00000027009	0.0289	0.0939	0.0344	0.0994	group
ENSMUSG00000053846	0.0152	0.0126	0.0166	0.0140	batch
ENSMUSG00000118344	0.1495	0.0131	0.1545	0.0181	batch
ENSMUSG00000036882	0.2361	0.0227	0.2334	0.0200	batch
ENSMUSG00000038342	0.0656	0.2432	0.0794	0.2570	group
ENSMUSG00000053129	0.0128	0.0160	0.0119	0.0151	group
ENSMUSG00000068964	0.1791	0.0333	0.1764	0.0307	batch
ENSMUSG00000112096	0.0181	0.1163	0.0206	0.1188	group
ENSMUSG00000109121	0.0176	0.0150	0.0193	0.0166	batch
ENSMUSG00000016763	0.1786	0.0723	0.1899	0.0836	batch
ENSMUSG00000026409	0.1179	0.1282	0.1301	0.1404	group
ENSMUSG00000027996	0.0845	0.0282	0.0898	0.0335	batch
ENSMUSG00000109957	0.0374	0.0565	0.0423	0.0613	group
ENSMUSG00000029360	0.0403	0.1877	0.0464	0.1938	group
ENSMUSG00000021624	0.0012	0.0325	0.0015	0.0329	group
ENSMUSG00000021091	0.1637	0.0210	0.1625	0.0198	batch
ENSMUSG00000084284	0.5797	0.0117	0.5858	0.0178	batch
ENSMUSG00000034462	0.0001	0.1382	0.0001	0.1382	group
ENSMUSG00000032436	0.2917	0.0084	0.2913	0.0080	batch
ENSMUSG00000022441	0.0259	0.0002	0.0262	0.0005	batch
ENSMUSG00000027463	0.0103	0.1134	0.0142	0.1173	group
ENSMUSG00000002108	0.1851	0.0837	0.1733	0.0719	batch
ENSMUSG00000050105	0.0700	0.0816	0.0715	0.0831	group
ENSMUSG00000029059	0.3513	0.0474	0.3640	0.0601	batch
ENSMUSG00000059237	0.0468	0.0127	0.0491	0.0150	batch
ENSMUSG00000108701	0.1747	0.0521	0.1847	0.0621	batch
ENSMUSG00000033972	0.2803	0.1000	0.2964	0.1162	batch
ENSMUSG00000097080	0.0114	0.0347	0.0095	0.0327	group
ENSMUSG00000042567	0.2253	0.0057	0.2269	0.0072	batch
ENSMUSG00000019850	0.0191	0.0145	0.0178	0.0132	batch
ENSMUSG00000113368	0.3793	0.0278	0.3861	0.0346	batch
ENSMUSG00000057948	0.0207	0.0230	0.0199	0.0221	group
ENSMUSG00000028784	0.0299	0.1456	0.0368	0.1525	group
ENSMUSG00000090036	0.0095	0.0127	0.0091	0.0122	group
ENSMUSG00000001034	0.0019	0.0363	0.0028	0.0372	group
ENSMUSG00000050840	0.0139	0.0132	0.0139	0.0132	batch
ENSMUSG00000083992	0.0613	0.0899	0.0676	0.0963	group
ENSMUSG00000027284	0.0238	0.1090	0.0286	0.1139	group
ENSMUSG00000025013	0.1706	0.0156	0.1675	0.0125	batch
ENSMUSG00000058729	0.0855	0.0025	0.0849	0.0020	batch
ENSMUSG00000103585	0.0044	0.0635	0.0036	0.0627	group
ENSMUSG00000031831	0.0182	0.2031	0.0163	0.2013	group
ENSMUSG00000112639	0.0555	0.0274	0.0561	0.0279	batch
ENSMUSG00000031902	0.0001	0.0395	0.0000	0.0394	group
ENSMUSG00000028785	0.1216	0.0108	0.1195	0.0086	batch
ENSMUSG00000084946	0.0995	0.1465	0.1123	0.1593	group
ENSMUSG00000074785	0.0000	0.0131	0.0000	0.0131	group
ENSMUSG00000034801	0.0000	0.0321	0.0000	0.0321	group
ENSMUSG00000040896	0.0001	0.0328	0.0004	0.0331	group
ENSMUSG00000115604	0.1066	0.2466	0.0919	0.2319	group
ENSMUSG00000086188	0.0075	0.0488	0.0083	0.0496	group
ENSMUSG00000022136	0.1125	0.0635	0.1044	0.0554	batch
ENSMUSG00000044424	0.6062	0.0661	0.6281	0.0880	batch
ENSMUSG00000038180	0.1385	0.0545	0.1398	0.0558	batch
ENSMUSG00000030790	0.0043	0.0013	0.0042	0.0012	batch
ENSMUSG00000108852	0.0032	0.0201	0.0041	0.0209	group
ENSMUSG00000028469	0.0222	0.0930	0.0270	0.0978	group
ENSMUSG00000068587	0.0243	0.1116	0.0278	0.1151	group
ENSMUSG00000028862	0.0405	0.0725	0.0388	0.0708	group
ENSMUSG00000070667	0.1310	0.0646	0.1395	0.0731	batch
ENSMUSG00000019943	0.0370	0.0428	0.0410	0.0467	group
ENSMUSG00000032611	0.0000	0.0405	0.0001	0.0406	group
ENSMUSG00000084803	0.0142	0.0126	0.0153	0.0138	batch
ENSMUSG00000032105	0.0501	0.0018	0.0499	0.0016	batch
ENSMUSG00000035238	0.0775	0.1127	0.0794	0.1146	group
ENSMUSG00000082876	0.0001	0.1396	0.0001	0.1396	group
ENSMUSG00000032024	0.0151	0.0398	0.0175	0.0422	group
ENSMUSG00000060002	0.5376	0.0207	0.5498	0.0329	batch
ENSMUSG00000048827	0.0565	0.0404	0.0617	0.0456	batch
ENSMUSG00000023992	0.0011	0.1099	0.0015	0.1103	group
ENSMUSG00000022103	0.1454	0.0139	0.1469	0.0154	batch
ENSMUSG00000101493	0.0830	0.1230	0.0929	0.1328	group
ENSMUSG00000090364	0.0067	0.1945	0.0057	0.1935	group
ENSMUSG00000037465	0.1164	0.0793	0.1070	0.0700	batch
ENSMUSG00000109130	0.0148	0.0253	0.0169	0.0274	group
ENSMUSG00000078619	0.1125	0.0641	0.1049	0.0566	batch
ENSMUSG00000024987	0.0706	0.0189	0.0694	0.0177	batch
ENSMUSG00000052957	0.2528	0.0569	0.2480	0.0521	batch
ENSMUSG00000097617	0.0641	0.0465	0.0590	0.0414	batch
ENSMUSG00000024948	0.0345	0.0885	0.0400	0.0939	group
ENSMUSG00000093686	0.3337	0.0535	0.3460	0.0658	batch
ENSMUSG00000108823	0.0236	0.0872	0.0272	0.0908	group
ENSMUSG00000087269	0.0112	0.1263	0.0078	0.1229	group
ENSMUSG00000053040	0.0887	0.1088	0.0819	0.1020	group
ENSMUSG00000117713	0.0775	0.0624	0.0803	0.0653	batch
ENSMUSG00000036718	0.0046	0.0268	0.0040	0.0262	group
ENSMUSG00000051048	0.0806	0.0325	0.0830	0.0348	batch
ENSMUSG00000048706	0.1969	0.0446	0.1879	0.0355	batch
ENSMUSG00000052374	0.0002	0.0709	0.0008	0.0714	group
ENSMUSG00000027272	0.0047	0.0659	0.0064	0.0677	group
ENSMUSG00000020331	0.4538	0.0464	0.4514	0.0439	batch
ENSMUSG00000035107	0.0115	0.0721	0.0104	0.0709	group
ENSMUSG00000042345	0.1111	0.0872	0.1050	0.0810	batch
ENSMUSG00000076437	0.1778	0.1034	0.1922	0.1178	batch
ENSMUSG00000015224	0.5246	0.0196	0.5351	0.0301	batch
ENSMUSG00000074652	0.0216	0.0111	0.0228	0.0123	batch
ENSMUSG00000048279	0.0049	0.0793	0.0071	0.0815	group
ENSMUSG00000030272	0.0123	0.0108	0.0136	0.0121	batch
ENSMUSG00000027173	0.1751	0.0288	0.1822	0.0360	batch
ENSMUSG00000085069	0.0898	0.0359	0.0932	0.0393	batch
ENSMUSG00000036019	0.1003	0.0953	0.1102	0.1052	batch
ENSMUSG00000027274	0.2968	0.0618	0.2838	0.0488	batch
ENSMUSG00000081660	0.0032	0.1264	0.0049	0.1281	group
ENSMUSG00000050240	0.1503	0.0417	0.1572	0.0487	batch
ENSMUSG00000116041	0.2169	0.0819	0.2310	0.0961	batch
ENSMUSG00000058392	0.1663	0.0585	0.1763	0.0685	batch
ENSMUSG00000057322	0.2044	0.1135	0.2184	0.1275	batch
ENSMUSG00000036731	0.3581	0.0042	0.3563	0.0023	batch
ENSMUSG00000057715	0.1074	0.0138	0.1069	0.0133	batch
ENSMUSG00000004558	0.3793	0.0394	0.3926	0.0528	batch
ENSMUSG00000023999	0.0213	0.0197	0.0196	0.0179	batch
ENSMUSG00000058966	0.1901	0.0622	0.1996	0.0717	batch
ENSMUSG00000060981	0.0342	0.0533	0.0386	0.0577	group
ENSMUSG00000098024	0.0302	0.0800	0.0332	0.0830	group
