gene	R2_batch	R2_group	uniq_batch	uniq_group	dominant
ENSMUSG00000041771	0.0346	0.0498	0.0312	0.0464	group
ENSMUSG00000017446	0.0312	0.0062	0.0313	0.0063	batch
ENSMUSG00000097178	0.1817	0.0205	0.1772	0.0160	batch
ENSMUSG00000051098	0.3805	0.0009	0.3800	0.0003	batch
ENSMUSG00000056481	0.0022	0.0005	0.0022	0.0005	batch
ENSMUSG00000034714	0.0636	0.0094	0.0624	0.0082	batch
ENSMUSG00000028977	0.0005	0.0260	0.0002	0.0257	group
ENSMUSG00000017344	0.0053	0.0749	0.0048	0.0743	group
ENSMUSG00000048373	0.0004	0.0033	0.0003	0.0032	group
ENSMUSG00000037652	0.0812	0.1611	0.0935	0.1734	group
ENSMUSG00000062279	0.2652	0.0412	0.2763	0.0523	batch
ENSMUSG00000047146	0.0665	0.1752	0.0757	0.1844	group
ENSMUSG00000046442	0.0001	0.0662	0.0000	0.0661	group
ENSMUSG00000080848	0.3251	0.0582	0.3394	0.0724	batch
ENSMUSG00000029695	0.2015	0.0139	0.2076	0.0199	batch
ENSMUSG00000097275	0.2961	0.0515	0.3097	0.0651	batch
ENSMUSG00000038205	0.0170	0.2618	0.0108	0.2556	group
ENSMUSG00000029135	0.0344	0.0767	0.0295	0.0718	group
ENSMUSG00000017724	0.0361	0.1647	0.0423	0.1709	group
ENSMUSG00000086118	0.1579	0.0219	0.1622	0.0261	batch
ENSMUSG00000091694	0.0463	0.0640	0.0451	0.0627	group
ENSMUSG00000043557	0.0076	0.2157	0.0041	0.2121	group
ENSMUSG00000059939	0.0305	0.1212	0.0361	0.1269	group
ENSMUSG00000032328	0.2569	0.0293	0.2625	0.0349	batch
ENSMUSG00000022376	0.1673	0.1015	0.1548	0.0890	batch
ENSMUSG00000044308	0.1640	0.0334	0.1693	0.0387	batch
ENSMUSG00000062991	0.0237	0.1135	0.0196	0.1093	group
ENSMUSG00000028676	0.1030	0.2137	0.1188	0.2295	group
ENSMUSG00000026739	0.3442	0.0432	0.3578	0.0568	batch
ENSMUSG00000020183	0.0512	0.0379	0.0471	0.0338	batch
ENSMUSG00000032501	0.0163	0.0256	0.0163	0.0255	group
ENSMUSG00000064337	0.1186	0.0101	0.1157	0.0072	batch
ENSMUSG00000040270	0.2046	0.0853	0.2189	0.0995	batch
ENSMUSG00000093996	0.0793	0.0019	0.0807	0.0032	batch
ENSMUSG00000006390	0.0049	0.0312	0.0040	0.0303	group
ENSMUSG00000020099	0.0398	0.0300	0.0375	0.0277	batch
ENSMUSG00000001029	0.1807	0.0452	0.1861	0.0506	batch
ENSMUSG00000022372	0.0264	0.0374	0.0237	0.0347	group
ENSMUSG00000081100	0.0793	0.0404	0.0756	0.0367	batch
ENSMUSG00000017817	0.0095	0.2453	0.0053	0.2411	group
ENSMUSG00000090093	0.0048	0.0295	0.0047	0.0295	group
ENSMUSG00000078746	0.0789	0.0018	0.0803	0.0032	batch
ENSMUSG00000069862	0.4394	0.0179	0.4495	0.0279	batch
ENSMUSG00000044707	0.0500	0.0241	0.0467	0.0208	batch
ENSMUSG00000038895	0.0107	0.0518	0.0114	0.0524	group
ENSMUSG00000039801	0.0449	0.1118	0.0524	0.1193	group
ENSMUSG00000029992	0.0002	0.0487	0.0006	0.0491	group
ENSMUSG00000000154	0.0095	0.0058	0.0089	0.0053	batch
ENSMUSG00000021127	0.0356	0.0352	0.0330	0.0326	batch
ENSMUSG00000048215	0.0308	0.0060	0.0313	0.0065	batch
ENSMUSG00000035594	0.0667	0.0104	0.0677	0.0115	batch
ENSMUSG00000053141	0.2099	0.0245	0.2137	0.0283	batch
ENSMUSG00000031529	0.0125	0.0673	0.0157	0.0705	group
ENSMUSG00000114456	0.4490	0.0142	0.4468	0.0120	batch
ENSMUSG00000084277	0.0077	0.0195	0.0074	0.0192	group
ENSMUSG00000024228	0.1384	0.0112	0.1427	0.0155	batch
ENSMUSG00000069920	0.0107	0.1387	0.0136	0.1417	group
ENSMUSG00000030177	0.0512	0.0608	0.0569	0.0666	group
ENSMUSG00000047407	0.0136	0.2347	0.0102	0.2314	group
ENSMUSG00000066315	0.3957	0.0891	0.4112	0.1047	batch
ENSMUSG00000029371	0.1249	0.0063	0.1226	0.0040	batch
ENSMUSG00000031849	0.1604	0.0614	0.1646	0.0655	batch
ENSMUSG00000039834	0.1117	0.0510	0.1196	0.0589	batch
ENSMUSG00000112941	0.0245	0.0130	0.0264	0.0149	batch
ENSMUSG00000106678	0.0915	0.1030	0.1001	0.1116	group
ENSMUSG00000029245	0.7845	0.0163	0.7979	0.0298	batch
ENSMUSG00000047036	0.1019	0.1661	0.1160	0.1802	group
ENSMUSG00000053414	0.0176	0.0079	0.0165	0.0068	batch
ENSMUSG00000035275	0.1373	0.1388	0.1238	0.1253	group
ENSMUSG00000114206	0.0067	0.0699	0.0048	0.0680	group
ENSMUSG00000025742	0.0077	0.0419	0.0084	0.0426	group
ENSMUSG00000026765	0.0723	0.0535	0.0789	0.0602	batch
ENSMUSG00000030849	0.0887	0.0941	0.0820	0.0875	group
ENSMUSG00000073910	0.0595	0.2703	0.0700	0.2807	group
ENSMUSG00000040865	0.1724	0.2266	0.1919	0.2461	group
ENSMUSG00000053550	0.2495	0.0695	0.2631	0.0832	batch
ENSMUSG00000114172	0.3724	0.0425	0.3827	0.0528	batch
ENSMUSG00000037973	0.0297	0.0670	0.0266	0.0639	group
ENSMUSG00000020407	0.3792	0.0340	0.3765	0.0313	batch
ENSMUSG00000001260	0.1474	0.0180	0.1450	0.0156	batch
ENSMUSG00000021636	0.0008	0.0003	0.0008	0.0003	batch
ENSMUSG00000039457	0.1202	0.0787	0.1295	0.0880	batch
ENSMUSG00000022139	0.5386	0.0382	0.5542	0.0539	batch
ENSMUSG00000082241	0.2875	0.0515	0.2910	0.0550	batch
ENSMUSG00000027109	0.2607	0.0292	0.2694	0.0379	batch
ENSMUSG00000035852	0.0325	0.0640	0.0281	0.0596	group
ENSMUSG00000033862	0.0001	0.0703	0.0000	0.0703	group
ENSMUSG00000035305	0.0548	0.0950	0.0484	0.0886	group
ENSMUSG00000030921	0.1015	0.1828	0.1162	0.1975	group
ENSMUSG00000075245	0.0377	0.0014	0.0380	0.0018	batch
ENSMUSG00000030616	0.0971	0.0609	0.0940	0.0579	batch
ENSMUSG00000058706	0.0862	0.1065	0.0964	0.1168	group
ENSMUSG00000039156	0.0781	0.0833	0.0703	0.0754	group
ENSMUSG00000113059	0.2023	0.0717	0.2138	0.0832	batch
ENSMUSG00000037499	0.3689	0.0399	0.3824	0.0534	batch
ENSMUSG00000040936	0.0300	0.0616	0.0285	0.0601	group
ENSMUSG00000086905	0.0159	0.0794	0.0185	0.0820	group
ENSMUSG00000007682	0.0078	0.1985	0.0044	0.1952	group
ENSMUSG00000117518	0.3259	0.1347	0.3483	0.1570	batch
ENSMUSG00000067780	0.0997	0.1790	0.1137	0.1930	group
ENSMUSG00000036168	0.0551	0.0767	0.0593	0.0809	group
ENSMUSG00000031093	0.0811	0.0479	0.0750	0.0419	batch
ENSMUSG00000079523	0.0004	0.1196	0.0000	0.1193	group
ENSMUSG00000043999	0.0010	0.1268	0.0025	0.1282	group
ENSMUSG00000032942	0.0525	0.0538	0.0583	0.0596	group
ENSMUSG00000051726	0.0943	0.0010	0.0936	0.0003	batch
ENSMUSG00000028137	0.2618	0.0317	0.2706	0.0405	batch
ENSMUSG00000018927	0.0026	0.0861	0.0017	0.0852	group
ENSMUSG00000027263	0.0102	0.1108	0.0072	0.1078	group
ENSMUSG00000000266	0.0209	0.0278	0.0228	0.0297	group
ENSMUSG00000024083	0.0013	0.0268	0.0020	0.0275	group
ENSMUSG00000091383	0.3856	0.0827	0.3945	0.0916	batch
ENSMUSG00000004791	0.0355	0.1887	0.0435	0.1968	group
ENSMUSG00000094786	0.1306	0.0719	0.1284	0.0697	batch
ENSMUSG00000029219	0.0051	0.0060	0.0057	0.0066	group
ENSMUSG00000060594	0.0968	0.2781	0.0852	0.2664	group
ENSMUSG00000043313	0.1418	0.0811	0.1375	0.0768	batch
ENSMUSG00000037996	0.0038	0.0984	0.0057	0.1004	group
ENSMUSG00000046768	0.0041	0.1831	0.0027	0.1816	group
ENSMUSG00000032413	0.2955	0.0272	0.3050	0.0367	batch
ENSMUSG00000081739	0.0583	0.0683	0.0642	0.0742	group
ENSMUSG00000029994	0.0953	0.0192	0.0915	0.0154	batch
ENSMUSG00000110404	0.0545	0.1597	0.0455	0.1506	group
ENSMUSG00000022053	0.0000	0.1139	0.0002	0.1141	group
ENSMUSG00000039891	0.0539	0.0273	0.0515	0.0250	batch
ENSMUSG00000042323	0.2011	0.0174	0.2077	0.0240	batch
ENSMUSG00000027881	0.1235	0.2026	0.1389	0.2181	group
ENSMUSG00000034324	0.0083	0.0137	0.0077	0.0131	group
ENSMUSG00000096842	0.0204	0.1360	0.0261	0.1417	group
ENSMUSG00000022235	0.0619	0.0977	0.0702	0.1060	group
ENSMUSG00000034997	0.1725	0.0606	0.1757	0.0638	batch
ENSMUSG00000093674	0.0830	0.1082	0.0931	0.1182	group
ENSMUSG00000021318	0.0050	0.0369	0.0042	0.0361	group
ENSMUSG00000048200	0.0221	0.1390	0.0268	0.1436	group
ENSMUSG00000011148	0.0409	0.0752	0.0461	0.0804	group
ENSMUSG00000020067	0.0913	0.0425	0.0968	0.0481	batch
ENSMUSG00000030742	0.0005	0.1423	0.0002	0.1420	group
ENSMUSG00000038393	0.2205	0.0135	0.2191	0.0121	batch
ENSMUSG00000036073	0.0001	0.0210	0.0001	0.0210	group
ENSMUSG00000032503	0.1897	0.0080	0.1863	0.0045	batch
ENSMUSG00000069895	0.0170	0.0284	0.0150	0.0265	group
ENSMUSG00000027959	0.0015	0.0708	0.0007	0.0700	group
ENSMUSG00000112474	0.3101	0.0150	0.3173	0.0222	batch
ENSMUSG00000038587	0.0032	0.0045	0.0033	0.0045	group
ENSMUSG00000105977	0.0433	0.0102	0.0418	0.0087	batch
ENSMUSG00000071419	0.0324	0.1228	0.0268	0.1173	group
ENSMUSG00000053963	0.0637	0.0802	0.0591	0.0757	group
ENSMUSG00000046415	0.0013	0.0591	0.0023	0.0601	group
ENSMUSG00000078891	0.1499	0.0300	0.1543	0.0344	batch
ENSMUSG00000075015	0.0382	0.0603	0.0368	0.0589	group
ENSMUSG00000083864	0.0205	0.0012	0.0203	0.0010	batch
ENSMUSG00000044139	0.0167	0.1089	0.0212	0.1134	group
ENSMUSG00000090451	0.0283	0.1551	0.0351	0.1619	group
ENSMUSG00000087298	0.1893	0.0854	0.1773	0.0734	batch
ENSMUSG00000050830	0.0235	0.0871	0.0279	0.0915	group
ENSMUSG00000050423	0.1577	0.0604	0.1588	0.0615	batch
ENSMUSG00000033960	0.0893	0.0071	0.0914	0.0092	batch
ENSMUSG00000027751	0.0400	0.1799	0.0486	0.1885	group
ENSMUSG00000033644	0.0249	0.1551	0.0311	0.1612	group
ENSMUSG00000102593	0.0376	0.0613	0.0427	0.0665	group
ENSMUSG00000069094	0.1205	0.1938	0.1369	0.2101	group
ENSMUSG00000075376	0.5297	0.1570	0.5610	0.1883	batch
ENSMUSG00000024774	0.0006	0.0013	0.0005	0.0012	group
ENSMUSG00000052146	0.0007	0.1719	0.0015	0.1727	group
ENSMUSG00000039716	0.1596	0.0003	0.1605	0.0011	batch
ENSMUSG00000038894	0.1164	0.0647	0.1080	0.0563	batch
ENSMUSG00000056023	0.0699	0.0907	0.0628	0.0836	group
ENSMUSG00000055523	0.1712	0.0026	0.1704	0.0018	batch
ENSMUSG00000069893	0.0396	0.0111	0.0409	0.0124	batch
ENSMUSG00000114326	0.4375	0.1622	0.4635	0.1882	batch
ENSMUSG00000040640	0.0010	0.0446	0.0005	0.0441	group
ENSMUSG00000016520	0.0282	0.0413	0.0251	0.0381	group
ENSMUSG00000001542	0.3181	0.0211	0.3267	0.0297	batch
ENSMUSG00000022580	0.0131	0.0469	0.0111	0.0448	group
ENSMUSG00000108883	0.1711	0.0282	0.1788	0.0358	batch
ENSMUSG00000113255	0.1345	0.0622	0.1442	0.0719	batch
ENSMUSG00000112964	0.1435	0.1064	0.1557	0.1186	batch
ENSMUSG00000066487	0.6384	0.0395	0.6443	0.0453	batch
ENSMUSG00000022262	0.0142	0.0453	0.0118	0.0429	group
ENSMUSG00000084265	0.4483	0.0534	0.4650	0.0701	batch
ENSMUSG00000106396	0.0036	0.0274	0.0039	0.0277	group
ENSMUSG00000042846	0.0794	0.0231	0.0755	0.0191	batch
ENSMUSG00000032816	0.1278	0.0804	0.1194	0.0719	batch
ENSMUSG00000010651	0.1592	0.0470	0.1578	0.0457	batch
ENSMUSG00000043822	0.0026	0.0127	0.0031	0.0132	group
ENSMUSG00000087368	0.0188	0.1265	0.0142	0.1219	group
ENSMUSG00000079311	0.0696	0.0625	0.0633	0.0562	batch
ENSMUSG00000023206	0.0922	0.0100	0.0921	0.0099	batch
ENSMUSG00000113412	0.2457	0.1046	0.2509	0.1098	batch
ENSMUSG00000028453	0.0004	0.1689	0.0000	0.1686	group
ENSMUSG00000103329	0.0615	0.0190	0.0593	0.0167	batch
ENSMUSG00000066324	0.3512	0.0216	0.3564	0.0268	batch
ENSMUSG00000100546	0.0552	0.0748	0.0496	0.0692	group
ENSMUSG00000052566	0.0302	0.0535	0.0345	0.0578	group
ENSMUSG00000046341	0.0040	0.0695	0.0058	0.0714	group
ENSMUSG00000064147	0.0637	0.0902	0.0619	0.0884	group
ENSMUSG00000038880	0.4610	0.0429	0.4721	0.0541	batch
ENSMUSG00000072387	0.0715	0.0314	0.0672	0.0271	batch
ENSMUSG00000049252	0.0493	0.0185	0.0524	0.0215	batch
ENSMUSG00000034437	0.3329	0.0001	0.3332	0.0004	batch
ENSMUSG00000041268	0.0179	0.0422	0.0205	0.0447	group
ENSMUSG00000026082	0.0209	0.0173	0.0190	0.0155	batch
ENSMUSG00000109898	0.2051	0.0049	0.2084	0.0082	batch
ENSMUSG00000027301	0.0043	0.1258	0.0068	0.1284	group
ENSMUSG00000094392	0.0015	0.1080	0.0031	0.1095	group
ENSMUSG00000108628	0.0894	0.0314	0.0917	0.0336	batch
ENSMUSG00000046178	0.0082	0.0701	0.0109	0.0728	group
ENSMUSG00000082969	0.4988	0.0237	0.4905	0.0153	batch
ENSMUSG00000031837	0.0666	0.0205	0.0704	0.0243	batch
ENSMUSG00000051354	0.1701	0.0379	0.1654	0.0333	batch
ENSMUSG00000115448	0.2753	0.0566	0.2862	0.0675	batch
ENSMUSG00000028885	0.1093	0.0467	0.1169	0.0542	batch
ENSMUSG00000022018	0.8137	0.0174	0.8152	0.0190	batch
ENSMUSG00000054115	0.1597	0.0565	0.1697	0.0665	batch
ENSMUSG00000114127	0.5114	0.0313	0.5241	0.0440	batch
ENSMUSG00000024085	0.0302	0.0903	0.0355	0.0956	group
ENSMUSG00000103847	0.0352	0.0146	0.0346	0.0140	batch
ENSMUSG00000030342	0.0131	0.0866	0.0138	0.0873	group
ENSMUSG00000017453	0.0017	0.0160	0.0012	0.0156	group
ENSMUSG00000061897	0.4252	0.0030	0.4262	0.0040	batch
ENSMUSG00000034957	0.5819	0.0017	0.5866	0.0063	batch
ENSMUSG00000089889	0.1104	0.1487	0.0997	0.1379	group
ENSMUSG00000034621	0.2453	0.1214	0.2639	0.1401	batch
ENSMUSG00000067455	0.0310	0.0757	0.0362	0.0809	group
ENSMUSG00000054871	0.4209	0.0182	0.4292	0.0265	batch
ENSMUSG00000084799	0.1911	0.0052	0.1886	0.0027	batch
ENSMUSG00000063383	0.2534	0.1161	0.2666	0.1294	batch
ENSMUSG00000074800	0.0041	0.1688	0.0073	0.1719	group
ENSMUSG00000090698	0.0130	0.0029	0.0126	0.0024	batch
ENSMUSG00000079083	0.0146	0.0028	0.0152	0.0033	batch
ENSMUSG00000030201	0.0153	0.1173	0.0198	0.1218	group
ENSMUSG00000022629	0.0069	0.0249	0.0082	0.0261	group
ENSMUSG00000052151	0.0092	0.0757	0.0090	0.0754	group
ENSMUSG00000082264	0.0050	0.0471	0.0062	0.0483	group
ENSMUSG00000015312	0.0948	0.0841	0.0929	0.0822	batch
ENSMUSG00000061517	0.1699	0.0991	0.1745	0.1037	batch
ENSMUSG00000049551	0.4967	0.0218	0.5079	0.0329	batch
ENSMUSG00000018861	0.0143	0.1165	0.0117	0.1140	group
ENSMUSG00000033949	0.0008	0.0311	0.0010	0.0313	group
ENSMUSG00000106321	0.0000	0.0049	0.0000	0.0049	group
ENSMUSG00000067279	0.4017	0.0202	0.3942	0.0127	batch
ENSMUSG00000049892	0.0727	0.0043	0.0744	0.0059	batch
ENSMUSG00000025934	0.0009	0.1466	0.0020	0.1476	group
ENSMUSG00000027882	0.0022	0.0454	0.0014	0.0446	group
ENSMUSG00000048731	0.0398	0.0978	0.0463	0.1043	group
ENSMUSG00000020023	0.1379	0.0111	0.1345	0.0077	batch
ENSMUSG00000084241	0.0621	0.1882	0.0542	0.1803	group
ENSMUSG00000047804	0.0148	0.0428	0.0124	0.0404	group
ENSMUSG00000097711	0.4316	0.0410	0.4385	0.0479	batch
ENSMUSG00000095845	0.0290	0.0003	0.0294	0.0007	batch
ENSMUSG00000025612	0.0518	0.0045	0.0535	0.0062	batch
ENSMUSG00000112358	0.2585	0.0564	0.2709	0.0689	batch
ENSMUSG00000040483	0.0491	0.0977	0.0507	0.0993	group
ENSMUSG00000059108	0.0262	0.0402	0.0263	0.0402	group
ENSMUSG00000028582	0.0618	0.0481	0.0672	0.0535	batch
ENSMUSG00000021706	0.0112	0.1677	0.0161	0.1726	group
ENSMUSG00000085667	0.1475	0.0185	0.1427	0.0137	batch
ENSMUSG00000063317	0.0428	0.0894	0.0369	0.0835	group
ENSMUSG00000086851	0.3431	0.1170	0.3380	0.1119	batch
ENSMUSG00000052551	0.0562	0.0067	0.0584	0.0089	batch
ENSMUSG00000061684	0.0669	0.1884	0.0790	0.2004	group
ENSMUSG00000039954	0.0092	0.0469	0.0090	0.0467	group
ENSMUSG00000038304	0.3071	0.0146	0.3140	0.0214	batch
ENSMUSG00000027200	0.0677	0.0165	0.0707	0.0195	batch
ENSMUSG00000044674	0.0223	0.0811	0.0269	0.0857	group
ENSMUSG00000024383	0.0971	0.2104	0.1125	0.2258	group
ENSMUSG00000022500	0.0109	0.0003	0.0108	0.0002	batch
ENSMUSG00000030075	0.3222	0.0470	0.3133	0.0381	batch
ENSMUSG00000074635	0.0032	0.0656	0.0047	0.0671	group
ENSMUSG00000028180	0.5338	0.0558	0.5525	0.0745	batch
ENSMUSG00000000732	0.4521	0.0242	0.4479	0.0199	batch
ENSMUSG00000006711	0.0368	0.0525	0.0328	0.0485	group
ENSMUSG00000042529	0.0065	0.0037	0.0069	0.0041	batch
ENSMUSG00000022105	0.3490	0.0994	0.3693	0.1196	batch
ENSMUSG00000102336	0.1618	0.0847	0.1540	0.0769	batch
ENSMUSG00000106864	0.0779	0.1093	0.0855	0.1169	group
ENSMUSG00000003119	0.0322	0.0230	0.0348	0.0255	batch
ENSMUSG00000056267	0.0603	0.0766	0.0676	0.0839	group
ENSMUSG00000074576	0.5649	0.0413	0.5810	0.0574	batch
ENSMUSG00000021700	0.0241	0.0137	0.0257	0.0153	batch
ENSMUSG00000041649	0.0667	0.0077	0.0690	0.0101	batch
ENSMUSG00000098488	0.0633	0.0778	0.0691	0.0837	group
ENSMUSG00000032815	0.0228	0.0763	0.0272	0.0808	group
ENSMUSG00000053158	0.0381	0.0893	0.0329	0.0840	group
ENSMUSG00000083819	0.0248	0.0290	0.0254	0.0295	group
ENSMUSG00000039623	0.0002	0.1017	0.0000	0.1014	group
ENSMUSG00000044927	0.2976	0.0481	0.3078	0.0583	batch
ENSMUSG00000032410	0.1908	0.0409	0.1989	0.0489	batch
ENSMUSG00000059921	0.0000	0.0616	0.0001	0.0617	group
ENSMUSG00000106379	0.3114	0.0094	0.3090	0.0070	batch
ENSMUSG00000087165	0.0140	0.1661	0.0184	0.1706	group
ENSMUSG00000027298	0.0709	0.0213	0.0699	0.0203	batch
ENSMUSG00000038024	0.0363	0.0588	0.0410	0.0635	group
ENSMUSG00000100774	0.1389	0.0213	0.1435	0.0259	batch
ENSMUSG00000071847	0.1139	0.0426	0.1141	0.0428	batch
ENSMUSG00000068130	0.0010	0.0915	0.0022	0.0927	group
ENSMUSG00000004347	0.0137	0.0457	0.0153	0.0473	group
ENSMUSG00000040414	0.0089	0.0477	0.0104	0.0492	group
ENSMUSG00000041700	0.2424	0.1090	0.2292	0.0958	batch
ENSMUSG00000053214	0.1921	0.0069	0.1904	0.0052	batch
ENSMUSG00000007107	0.1355	0.0262	0.1315	0.0222	batch
ENSMUSG00000033439	0.1417	0.0029	0.1424	0.0036	batch
ENSMUSG00000028497	0.0525	0.0227	0.0501	0.0203	batch
ENSMUSG00000114003	0.4616	0.0344	0.4723	0.0452	batch
ENSMUSG00000105352	0.0002	0.0777	0.0006	0.0781	group
ENSMUSG00000028845	0.0063	0.0375	0.0076	0.0388	group
ENSMUSG00000119873	0.2366	0.1458	0.2194	0.1287	batch
ENSMUSG00000051041	0.2306	0.1006	0.2296	0.0995	batch
ENSMUSG00000030166	0.0524	0.0227	0.0560	0.0263	batch
ENSMUSG00000081382	0.2836	0.1361	0.3020	0.1545	batch
ENSMUSG00000021514	0.2716	0.1618	0.2918	0.1820	batch
ENSMUSG00000022546	0.0353	0.0219	0.0336	0.0202	batch
ENSMUSG00000097209	0.0388	0.0394	0.0429	0.0435	group
ENSMUSG00000024925	0.3035	0.0375	0.3152	0.0493	batch
ENSMUSG00000037253	0.0404	0.0442	0.0367	0.0406	group
ENSMUSG00000036273	0.0244	0.1037	0.0209	0.1002	group
ENSMUSG00000021136	0.0430	0.0969	0.0460	0.0999	group
ENSMUSG00000063457	0.1586	0.0770	0.1699	0.0883	batch
ENSMUSG00000023186	0.0582	0.0037	0.0570	0.0025	batch
ENSMUSG00000061911	0.0283	0.0445	0.0321	0.0483	group
ENSMUSG00000049562	0.0880	0.0010	0.0875	0.0005	batch
ENSMUSG00000023945	0.0078	0.1705	0.0120	0.1747	group
ENSMUSG00000032889	0.0500	0.0335	0.0475	0.0310	batch
ENSMUSG00000020734	0.0810	0.1523	0.0749	0.1462	group
ENSMUSG00000092358	0.2258	0.0660	0.2390	0.0792	batch
ENSMUSG00000030877	0.0826	0.0141	0.0830	0.0146	batch
ENSMUSG00000004665	0.1094	0.0690	0.1081	0.0677	batch
ENSMUSG00000022025	0.0916	0.0744	0.0942	0.0770	batch
ENSMUSG00000027995	0.1162	0.0117	0.1183	0.0138	batch
ENSMUSG00000084111	0.3737	0.1012	0.3886	0.1161	batch
ENSMUSG00000038668	0.0002	0.0109	0.0004	0.0111	group
ENSMUSG00000026785	0.0050	0.1812	0.0041	0.1802	group
ENSMUSG00000086533	0.2163	0.0440	0.2265	0.0542	batch
ENSMUSG00000081491	0.1995	0.0231	0.2071	0.0306	batch
ENSMUSG00000056144	0.0055	0.0382	0.0044	0.0372	group
ENSMUSG00000035735	0.0076	0.0406	0.0095	0.0424	group
ENSMUSG00000000739	0.2150	0.0771	0.2082	0.0702	batch
ENSMUSG00000037003	0.1152	0.0202	0.1182	0.0231	batch
ENSMUSG00000019872	0.1652	0.0247	0.1668	0.0263	batch
ENSMUSG00000114970	0.1336	0.0301	0.1397	0.0362	batch
ENSMUSG00000044258	0.0643	0.0724	0.0644	0.0726	group
ENSMUSG00000034685	0.6451	0.0198	0.6360	0.0106	batch
ENSMUSG00000050334	0.2011	0.1266	0.2174	0.1429	batch
ENSMUSG00000052353	0.0030	0.1066	0.0049	0.1085	group
ENSMUSG00000094932	0.1857	0.0595	0.1832	0.0570	batch
ENSMUSG00000021758	0.1620	0.1597	0.1794	0.1771	batch
ENSMUSG00000106905	0.3043	0.0142	0.3015	0.0115	batch
ENSMUSG00000048334	0.0009	0.0161	0.0006	0.0158	group
ENSMUSG00000035566	0.0453	0.0260	0.0488	0.0296	batch
ENSMUSG00000028602	0.1269	0.0767	0.1271	0.0770	batch
ENSMUSG00000028859	0.0602	0.0334	0.0639	0.0371	batch
ENSMUSG00000022555	0.0009	0.0509	0.0013	0.0513	group
ENSMUSG00000078700	0.0936	0.0855	0.0919	0.0838	batch
ENSMUSG00000016194	0.3111	0.0184	0.3174	0.0246	batch
ENSMUSG00000094475	0.1863	0.0598	0.1838	0.0573	batch
ENSMUSG00000031832	0.0152	0.0294	0.0156	0.0297	group
ENSMUSG00000005148	0.2398	0.0008	0.2405	0.0016	batch
ENSMUSG00000038241	0.0324	0.0645	0.0369	0.0690	group
ENSMUSG00000038368	0.0012	0.1489	0.0030	0.1507	group
ENSMUSG00000025137	0.0000	0.0500	0.0001	0.0501	group
ENSMUSG00000036545	0.0080	0.0343	0.0064	0.0327	group
ENSMUSG00000006281	0.0009	0.0307	0.0005	0.0303	group
ENSMUSG00000074746	0.0001	0.0086	0.0001	0.0086	group
ENSMUSG00000115810	0.0124	0.1169	0.0129	0.1173	group
ENSMUSG00000042662	0.0607	0.0359	0.0603	0.0355	batch
ENSMUSG00000108396	0.3019	0.1075	0.3191	0.1246	batch
ENSMUSG00000056258	0.0604	0.0820	0.0680	0.0896	group
ENSMUSG00000040852	0.1513	0.0783	0.1618	0.0887	batch
ENSMUSG00000097023	0.0985	0.0106	0.0955	0.0076	batch
ENSMUSG00000110156	0.1185	0.0263	0.1237	0.0315	batch
ENSMUSG00000025825	0.8108	0.0101	0.8188	0.0181	batch
ENSMUSG00000069268	0.5274	0.0367	0.5432	0.0525	batch
ENSMUSG00000039967	0.1010	0.0512	0.1084	0.0586	batch
ENSMUSG00000008734	0.0691	0.0022	0.0681	0.0011	batch
ENSMUSG00000030605	0.1207	0.0247	0.1253	0.0293	batch
ENSMUSG00000046873	0.0336	0.0203	0.0363	0.0229	batch
ENSMUSG00000004233	0.0280	0.0805	0.0269	0.0794	group
ENSMUSG00000029263	0.0218	0.0551	0.0198	0.0532	group
ENSMUSG00000086926	0.3546	0.0412	0.3441	0.0306	batch
ENSMUSG00000117011	0.0750	0.2210	0.0890	0.2350	group
ENSMUSG00000028681	0.0110	0.0873	0.0086	0.0849	group
ENSMUSG00000100599	0.0843	0.0226	0.0876	0.0260	batch
ENSMUSG00000082978	0.4414	0.0397	0.4526	0.0508	batch
ENSMUSG00000047945	0.0001	0.0867	0.0005	0.0871	group
ENSMUSG00000095869	0.0300	0.0039	0.0306	0.0046	batch
ENSMUSG00000116165	0.7257	0.0312	0.7407	0.0462	batch
ENSMUSG00000037674	0.4104	0.0603	0.4277	0.0775	batch
ENSMUSG00000107713	0.2340	0.0417	0.2421	0.0498	batch
ENSMUSG00000110656	0.2022	0.1021	0.1890	0.0888	batch
ENSMUSG00000052516	0.1978	0.0532	0.2064	0.0618	batch
ENSMUSG00000087088	0.0224	0.1007	0.0249	0.1032	group
ENSMUSG00000078794	0.7085	0.0431	0.7073	0.0419	batch
ENSMUSG00000067847	0.3833	0.0439	0.3970	0.0576	batch
ENSMUSG00000100228	0.2266	0.0441	0.2349	0.0524	batch
ENSMUSG00000050248	0.1960	0.1344	0.1805	0.1189	batch
ENSMUSG00000054640	0.2199	0.0347	0.2271	0.0419	batch
ENSMUSG00000031295	0.0465	0.0658	0.0524	0.0717	group
ENSMUSG00000101299	0.0094	0.0025	0.0097	0.0028	batch
ENSMUSG00000106032	0.0550	0.0696	0.0616	0.0763	group
ENSMUSG00000030766	0.0000	0.2087	0.0005	0.2092	group
ENSMUSG00000113681	0.0768	0.2349	0.0912	0.2494	group
ENSMUSG00000044783	0.0029	0.1794	0.0052	0.1818	group
ENSMUSG00000001763	0.2391	0.0235	0.2381	0.0225	batch
ENSMUSG00000066652	0.0473	0.0369	0.0518	0.0414	batch
